datafile_id,file_name,sequencing_id,submitter_id,data_type,data_category,data_format,file_size,md5sum,file_path,node
SEQC_ILM_NVS_D_3_L03_CTTGTA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_3_L03_CTTGTA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158153,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1191689490 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_3_L03_CTTGTA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_4_L03_CCGTCC_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_4_L03_CCGTCC_AD0902ACXX_R1.fastq.gz,sequence_GSM1158169,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1208566818 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_4_L03_CCGTCC_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_1_L03_TGACCA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_1_L03_TGACCA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158122,GSE47774,Unaligned Reads,RNA-seq,FASTQ,998713808 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_1_L03_TGACCA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_2_L03_ACTTGA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_2_L03_ACTTGA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158138,GSE47774,Unaligned Reads,RNA-seq,FASTQ,971915970 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_2_L03_ACTTGA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_3_L03_CTTGTA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_3_L03_CTTGTA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158154,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1143736611 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_3_L03_CTTGTA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_4_L03_CCGTCC_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_4_L03_CCGTCC_BD08PVACXX_R1.fastq.gz,sequence_GSM1158170,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1163760606 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_4_L03_CCGTCC_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_1_L04_TGACCA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_1_L04_TGACCA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158123,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1097323314 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_1_L04_TGACCA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_2_L04_ACTTGA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_2_L04_ACTTGA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158139,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1065382519 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_2_L04_ACTTGA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_3_L04_CTTGTA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_3_L04_CTTGTA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158155,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1257093848 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_3_L04_CTTGTA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_4_L04_CCGTCC_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_4_L04_CCGTCC_AD0902ACXX_R1.fastq.gz,sequence_GSM1158171,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1276707154 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_4_L04_CCGTCC_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_1_L04_TGACCA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_1_L04_TGACCA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158124,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1014634457 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_1_L04_TGACCA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_2_L04_ACTTGA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_2_L04_ACTTGA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158140,GSE47774,Unaligned Reads,RNA-seq,FASTQ,987506179 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_2_L04_ACTTGA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_3_L04_CTTGTA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_3_L04_CTTGTA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158156,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1162201055 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_3_L04_CTTGTA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_4_L04_CCGTCC_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_4_L04_CCGTCC_BD08PVACXX_R1.fastq.gz,sequence_GSM1158172,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1180663624 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_4_L04_CCGTCC_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_1_L05_TGACCA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_1_L05_TGACCA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158125,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1048768131 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_1_L05_TGACCA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_2_L05_ACTTGA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_2_L05_ACTTGA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158141,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1019220573 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_2_L05_ACTTGA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_3_L05_CTTGTA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_3_L05_CTTGTA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158157,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1198597948 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_3_L05_CTTGTA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_4_L05_CCGTCC_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_4_L05_CCGTCC_AD0902ACXX_R1.fastq.gz,sequence_GSM1158173,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1215788529 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_4_L05_CCGTCC_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_1_L05_TGACCA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_1_L05_TGACCA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158126,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1010691500 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_1_L05_TGACCA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_2_L05_ACTTGA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_2_L05_ACTTGA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158142,GSE47774,Unaligned Reads,RNA-seq,FASTQ,983018609 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_2_L05_ACTTGA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_3_L05_CTTGTA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_3_L05_CTTGTA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158158,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1155000504 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_3_L05_CTTGTA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_4_L05_CCGTCC_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_4_L05_CCGTCC_BD08PVACXX_R1.fastq.gz,sequence_GSM1158174,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1172738881 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_4_L05_CCGTCC_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_1_L06_TGACCA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_1_L06_TGACCA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158127,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1051207567 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_1_L06_TGACCA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_2_L06_ACTTGA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_2_L06_ACTTGA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158143,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1022434700 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_2_L06_ACTTGA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_3_L06_CTTGTA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_3_L06_CTTGTA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158159,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1200585977 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_3_L06_CTTGTA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_4_L06_CCGTCC_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_4_L06_CCGTCC_AD0902ACXX_R1.fastq.gz,sequence_GSM1158175,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1215995121 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_4_L06_CCGTCC_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_1_L06_TGACCA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_1_L06_TGACCA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158128,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1011015592 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_1_L06_TGACCA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_2_L06_ACTTGA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_2_L06_ACTTGA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158144,GSE47774,Unaligned Reads,RNA-seq,FASTQ,983081953 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_2_L06_ACTTGA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_3_L06_CTTGTA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_3_L06_CTTGTA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158160,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1155519927 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_3_L06_CTTGTA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_4_L06_CCGTCC_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_4_L06_CCGTCC_BD08PVACXX_R1.fastq.gz,sequence_GSM1158176,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1173395017 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_4_L06_CCGTCC_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_1_L07_TGACCA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_1_L07_TGACCA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158129,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1043053542 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_1_L07_TGACCA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_2_L07_ACTTGA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_2_L07_ACTTGA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158145,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1013341606 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_2_L07_ACTTGA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_3_L07_CTTGTA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_3_L07_CTTGTA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158161,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1190561658 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_3_L07_CTTGTA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_4_L07_CCGTCC_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_4_L07_CCGTCC_AD0902ACXX_R1.fastq.gz,sequence_GSM1158177,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1205599411 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_4_L07_CCGTCC_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_1_L07_TGACCA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_1_L07_TGACCA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158130,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1006432933 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_1_L07_TGACCA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_2_L07_ACTTGA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_2_L07_ACTTGA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158146,GSE47774,Unaligned Reads,RNA-seq,FASTQ,979798307 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_2_L07_ACTTGA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_3_L07_CTTGTA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_3_L07_CTTGTA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158162,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1151733881 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_3_L07_CTTGTA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_4_L07_CCGTCC_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_4_L07_CCGTCC_BD08PVACXX_R1.fastq.gz,sequence_GSM1158178,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1168707345 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_4_L07_CCGTCC_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_1_L08_TGACCA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_1_L08_TGACCA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158131,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1036022213 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_1_L08_TGACCA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_2_L08_ACTTGA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_2_L08_ACTTGA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158147,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1005498202 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_2_L08_ACTTGA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_3_L08_CTTGTA_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_3_L08_CTTGTA_AD0902ACXX_R1.fastq.gz,sequence_GSM1158163,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1183777957 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_3_L08_CTTGTA_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_4_L08_CCGTCC_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_D_4_L08_CCGTCC_AD0902ACXX_R1.fastq.gz,sequence_GSM1158179,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1199826622 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_4_L08_CCGTCC_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_1_L08_TGACCA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_1_L08_TGACCA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158132,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1017950630 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_1_L08_TGACCA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_2_L08_ACTTGA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_2_L08_ACTTGA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158148,GSE47774,Unaligned Reads,RNA-seq,FASTQ,991161764 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_2_L08_ACTTGA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_3_L08_CTTGTA_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_3_L08_CTTGTA_BD08PVACXX_R1.fastq.gz,sequence_GSM1158164,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1165325874 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_3_L08_CTTGTA_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_D_4_L08_CCGTCC_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_D_4_L08_CCGTCC_BD08PVACXX_R1.fastq.gz,sequence_GSM1158180,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1182986723 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_D_4_L08_CCGTCC_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_E_1_L01_GTCCGC_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_E_1_L01_GTCCGC_AD0902ACXX_R1.fastq.gz,sequence_GSM1158181,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1532338485 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_E_1_L01_GTCCGC_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_E_2_L01_GTGGCC_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_E_2_L01_GTGGCC_AD0902ACXX_R1.fastq.gz,sequence_GSM1158197,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1540592823 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_E_2_L01_GTGGCC_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_E_1_L01_GTCCGC_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_E_1_L01_GTCCGC_BD08PVACXX_R1.fastq.gz,sequence_GSM1158182,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1484628515 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_E_1_L01_GTCCGC_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_E_2_L01_GTGGCC_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_E_2_L01_GTGGCC_BD08PVACXX_R1.fastq.gz,sequence_GSM1158198,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1491684205 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_E_2_L01_GTGGCC_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_E_1_L02_GTCCGC_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_E_1_L02_GTCCGC_AD0902ACXX_R1.fastq.gz,sequence_GSM1158183,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1533451446 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_E_1_L02_GTCCGC_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_E_2_L02_GTGGCC_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_E_2_L02_GTGGCC_AD0902ACXX_R1.fastq.gz,sequence_GSM1158199,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1541238244 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_E_2_L02_GTGGCC_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_E_1_L02_GTCCGC_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_E_1_L02_GTCCGC_BD08PVACXX_R1.fastq.gz,sequence_GSM1158184,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1481100999 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_E_1_L02_GTCCGC_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_E_2_L02_GTGGCC_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_E_2_L02_GTGGCC_BD08PVACXX_R1.fastq.gz,sequence_GSM1158200,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1489579976 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_E_2_L02_GTGGCC_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_E_1_L03_GTCCGC_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_E_1_L03_GTCCGC_AD0902ACXX_R1.fastq.gz,sequence_GSM1158185,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1521598887 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_E_1_L03_GTCCGC_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_E_2_L03_GTGGCC_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_E_2_L03_GTGGCC_AD0902ACXX_R1.fastq.gz,sequence_GSM1158201,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1530120100 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_E_2_L03_GTGGCC_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_E_1_L03_GTCCGC_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_E_1_L03_GTCCGC_BD08PVACXX_R1.fastq.gz,sequence_GSM1158186,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1459075791 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_E_1_L03_GTCCGC_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_E_2_L03_GTGGCC_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_E_2_L03_GTGGCC_BD08PVACXX_R1.fastq.gz,sequence_GSM1158202,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1466269980 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_E_2_L03_GTGGCC_BD08PVACXX_R1.fastq.gz,
SEQC_ILM_NVS_E_1_L04_GTCCGC_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_E_1_L04_GTCCGC_AD0902ACXX_R1.fastq.gz,sequence_GSM1158187,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1599423370 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_E_1_L04_GTCCGC_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_E_2_L04_GTGGCC_AD0902ACXX_R1.fastq.gz,SEQC_ILM_NVS_E_2_L04_GTGGCC_AD0902ACXX_R1.fastq.gz,sequence_GSM1158203,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1607397992 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_E_2_L04_GTGGCC_AD0902ACXX_R1.fastq.gz,
SEQC_ILM_NVS_E_1_L04_GTCCGC_BD08PVACXX_R1.fastq.gz,SEQC_ILM_NVS_E_1_L04_GTCCGC_BD08PVACXX_R1.fastq.gz,sequence_GSM1158188,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1481447026 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/NVS/SEQC_ILM_NVS_E_1_L04_GTCCGC_BD08PVACXX_R1.fastq.gz,
